user_id,signup_date,day,returned
user_78,2025-03-06 10:40:52.112954,0,1
user_79,2025-03-06 10:40:52.112954,0,1
user_80,2025-03-06 10:40:52.112954,0,1
user_81,2025-03-06 10:40:52.112954,0,1
user_82,2025-03-06 10:40:52.112954,0,1
user_83,2025-03-06 10:40:52.112954,0,1
user_84,2025-03-06 10:40:52.112954,0,1
user_85,2025-03-06 10:40:52.112954,0,0
user_86,2025-03-06 10:40:52.112954,0,1
user_87,2025-03-06 10:40:52.112954,0,1
user_88,2025-03-06 10:40:52.112954,0,1
user_89,2025-03-06 10:40:52.112954,0,1
user_90,2025-03-06 10:40:52.112954,0,1
user_91,2025-03-06 10:40:52.112954,0,1
user_92,2025-03-06 10:40:52.112954,0,1
user_93,2025-03-06 10:40:52.112954,0,1
user_94,2025-03-06 10:40:52.112954,0,1
user_95,2025-03-06 10:40:52.112954,0,1
user_96,2025-03-06 10:40:52.112954,0,1
user_97,2025-03-06 10:40:52.112954,0,1
user_98,2025-03-06 10:40:52.112954,0,0
user_99,2025-03-06 10:40:52.112954,0,1
user_100,2025-03-06 10:40:52.112954,0,1
user_101,2025-03-06 10:40:52.112954,0,0
user_102,2025-03-06 10:40:52.112954,0,1
user_103,2025-03-06 10:40:52.112954,0,0
user_104,2025-03-06 10:40:52.112954,0,1
user_105,2025-03-06 10:40:52.112954,0,1
user_106,2025-03-06 10:40:52.112954,0,1
user_107,2025-03-06 10:40:52.112954,0,0
user_108,2025-03-06 10:40:52.112954,0,1
user_109,2025-03-06 10:40:52.112954,0,0
user_110,2025-03-06 10:40:52.112954,0,1
user_111,2025-03-06 10:40:52.112954,0,1
user_112,2025-03-06 10:40:52.112954,0,1
user_113,2025-03-06 10:40:52.112954,0,0
user_114,2025-03-06 10:40:52.112954,0,0
user_115,2025-03-06 10:40:52.112954,0,0
user_116,2025-03-06 10:40:52.112954,0,1
user_117,2025-03-06 10:40:52.112954,0,1
user_118,2025-03-06 10:40:52.112954,0,1
user_119,2025-03-06 10:40:52.112954,0,1
user_120,2025-03-06 10:40:52.112954,0,1
user_121,2025-03-06 10:40:52.112954,0,1
user_122,2025-03-06 10:40:52.112954,0,1
user_123,2025-03-06 10:40:52.112954,0,1
user_124,2025-03-06 10:40:52.112954,0,0
user_125,2025-03-06 10:40:52.112954,0,1
user_126,2025-03-06 10:40:52.112954,0,1
user_127,2025-03-06 10:40:52.112954,0,1
user_128,2025-03-06 10:40:52.112954,0,1
user_129,2025-03-06 10:40:52.112954,0,1
user_130,2025-03-06 10:40:52.112954,0,1
user_131,2025-03-06 10:40:52.112954,0,1
user_132,2025-03-06 10:40:52.112954,0,0
user_133,2025-03-06 10:40:52.112954,0,0
user_134,2025-03-06 10:40:52.112954,0,1
user_135,2025-03-06 10:40:52.112954,0,1
user_136,2025-03-06 10:40:52.112954,0,1
user_137,2025-03-06 10:40:52.112954,0,1
user_138,2025-03-06 10:40:52.112954,0,0
user_139,2025-03-06 10:40:52.112954,0,1
user_140,2025-03-06 10:40:52.112954,0,0
user_141,2025-03-06 10:40:52.112954,0,1
user_142,2025-03-06 10:40:52.112954,0,1
user_143,2025-03-06 10:40:52.112954,0,1
user_144,2025-03-06 10:40:52.112954,0,1
user_145,2025-03-06 10:40:52.112954,0,1
user_146,2025-03-06 10:40:52.112954,0,1
user_147,2025-03-06 10:40:52.112954,0,0
user_148,2025-03-06 10:40:52.112954,0,1
user_149,2025-03-06 10:40:52.112954,0,0
user_150,2025-03-06 10:40:52.112954,0,1
user_151,2025-03-06 10:40:52.112954,0,1
user_152,2025-03-06 10:40:52.112954,0,1
user_153,2025-03-06 10:40:52.112954,0,1
user_154,2025-03-06 10:40:52.112954,0,1
user_155,2025-03-06 10:40:52.112954,0,1
user_156,2025-03-06 10:40:52.112954,0,1
user_157,2025-03-06 10:40:52.112954,0,1
user_158,2025-03-06 10:40:52.112954,0,1
user_159,2025-03-06 10:40:52.112954,0,1
user_160,2025-03-06 10:40:52.112954,0,1
user_161,2025-03-06 10:40:52.112954,0,1
user_162,2025-03-06 10:40:52.112954,0,1
user_163,2025-03-06 10:40:52.112954,0,1
user_164,2025-03-06 10:40:52.112954,0,1
user_165,2025-03-06 10:40:52.112954,0,1
user_166,2025-03-06 10:40:52.112954,0,0
user_167,2025-03-06 10:40:52.112954,0,1
user_168,2025-03-06 10:40:52.112954,0,1
user_169,2025-03-06 10:40:52.112954,0,1
user_170,2025-03-06 10:40:52.112954,0,1
user_171,2025-03-06 10:40:52.112954,0,0
user_172,2025-03-06 10:40:52.112954,0,0
user_173,2025-03-06 10:40:52.112954,0,1
user_174,2025-03-06 10:40:52.112954,0,1
user_175,2025-03-06 10:40:52.112954,0,1
user_176,2025-03-06 10:40:52.112954,0,1
user_177,2025-03-06 10:40:52.112954,0,1
user_178,2025-03-06 10:40:52.112954,0,0
user_179,2025-03-06 10:40:52.112954,0,1
user_180,2025-03-06 10:40:52.112954,0,1
user_181,2025-03-06 10:40:52.112954,0,1
user_182,2025-03-06 10:40:52.112954,0,1
user_183,2025-03-06 10:40:52.112954,0,0
user_184,2025-03-06 10:40:52.112954,0,1
user_185,2025-03-06 10:40:52.112954,0,1
user_186,2025-03-06 10:40:52.112954,0,1
user_187,2025-03-06 10:40:52.112954,0,1
user_188,2025-03-06 10:40:52.112954,0,1
user_189,2025-03-06 10:40:52.112954,0,1
user_190,2025-03-06 10:40:52.112954,0,0
user_191,2025-03-06 10:40:52.112954,0,1
user_192,2025-03-06 10:40:52.112954,0,1
user_193,2025-03-06 10:40:52.112954,0,0
user_194,2025-03-06 10:40:52.112954,0,1
user_195,2025-03-06 10:40:52.112954,0,1
user_196,2025-03-06 10:40:52.112954,0,0
user_197,2025-03-06 10:40:52.112954,0,1
user_198,2025-03-06 10:40:52.112954,0,1
user_199,2025-03-06 10:40:52.112954,0,1
user_200,2025-03-06 10:40:52.112954,0,0
user_201,2025-03-06 10:40:52.112954,0,1
user_202,2025-03-06 10:40:52.112954,0,0
user_203,2025-03-06 10:40:52.112954,0,1
user_204,2025-03-06 10:40:52.112954,0,1
user_205,2025-03-06 10:40:52.112954,0,0
user_206,2025-03-06 10:40:52.112954,0,0
user_207,2025-03-06 10:40:52.112954,0,0
user_208,2025-03-06 10:40:52.112954,0,1
user_209,2025-03-06 10:40:52.112954,0,0
user_210,2025-03-06 10:40:52.112954,0,1
user_211,2025-03-06 10:40:52.112954,0,1
user_212,2025-03-06 10:40:52.112954,0,1
user_213,2025-03-06 10:40:52.112954,0,0
user_214,2025-03-06 10:40:52.112954,0,1
user_215,2025-03-06 10:40:52.112954,0,0
user_216,2025-03-06 10:40:52.112954,0,1
user_217,2025-03-06 10:40:52.112954,0,0
user_218,2025-03-06 10:40:52.112954,0,0
user_219,2025-03-06 10:40:52.112954,0,1
user_220,2025-03-06 10:40:52.112954,0,1
user_221,2025-03-06 10:40:52.112954,0,1
user_222,2025-03-06 10:40:52.112954,0,1
user_223,2025-03-06 10:40:52.112954,0,1
user_224,2025-03-06 10:40:52.112954,0,1
user_225,2025-03-06 10:40:52.112954,0,1
user_226,2025-03-06 10:40:52.112954,0,1
user_227,2025-03-06 10:40:52.112954,0,0
user_228,2025-03-06 10:40:52.112954,0,1
user_229,2025-03-06 10:40:52.112954,0,1
user_230,2025-03-06 10:40:52.112954,0,1
user_231,2025-03-06 10:40:52.112954,0,1
user_232,2025-03-06 10:40:52.112954,0,1
user_233,2025-03-06 10:40:52.112954,0,1
user_234,2025-03-06 10:40:52.112954,0,1
user_235,2025-03-06 10:40:52.112954,0,1
user_236,2025-03-06 10:40:52.112954,0,1
user_237,2025-03-06 10:40:52.112954,0,1
user_238,2025-03-06 10:40:52.112954,0,1
user_239,2025-03-06 10:40:52.112954,0,1
user_240,2025-03-06 10:40:52.112954,0,1
user_241,2025-03-06 10:40:52.112954,0,1
user_242,2025-03-06 10:40:52.112954,0,1
user_243,2025-03-06 10:40:52.112954,0,1
user_244,2025-03-06 10:40:52.112954,0,1
user_245,2025-03-06 10:40:52.112954,0,1
user_246,2025-03-06 10:40:52.112954,0,1
user_247,2025-03-06 10:40:52.112954,0,1
user_248,2025-03-06 10:40:52.112954,0,1
user_249,2025-03-06 10:40:52.112954,0,1
user_250,2025-03-06 10:40:52.112954,0,1
user_251,2025-03-06 10:40:52.112954,0,1
user_252,2025-03-06 10:40:52.112954,0,0
user_253,2025-03-06 10:40:52.112954,0,0
user_254,2025-03-06 10:40:52.112954,0,0
user_255,2025-03-06 10:40:52.112954,0,0
user_256,2025-03-06 10:40:52.112954,0,1
user_257,2025-03-06 10:40:52.112954,0,1
user_258,2025-03-06 10:40:52.112954,0,0
user_259,2025-03-06 10:40:52.112954,0,1
user_260,2025-03-06 10:40:52.112954,0,1
user_261,2025-03-06 10:40:52.112954,0,1
user_262,2025-03-06 10:40:52.112954,0,1
user_263,2025-03-06 10:40:52.112954,0,1
user_264,2025-03-06 10:40:52.112954,0,1
user_265,2025-03-06 10:40:52.112954,0,1
user_266,2025-03-06 10:40:52.112954,0,1
user_267,2025-03-06 10:40:52.112954,0,1
user_268,2025-03-06 10:40:52.112954,0,1
user_269,2025-03-06 10:40:52.112954,0,1
user_270,2025-03-06 10:40:52.112954,0,1
user_271,2025-03-06 10:40:52.112954,0,1
user_272,2025-03-06 10:40:52.112954,0,1
user_273,2025-03-06 10:40:52.112954,0,1
user_274,2025-03-06 10:40:52.112954,0,1
user_275,2025-03-06 10:40:52.112954,0,1
user_276,2025-03-06 10:40:52.112954,0,0
user_277,2025-03-06 10:40:52.112954,0,0
user_278,2025-03-06 10:40:52.112954,0,0
user_279,2025-03-06 10:40:52.112954,0,0
user_280,2025-03-06 10:40:52.112954,0,1
user_281,2025-03-06 10:40:52.112954,0,0
user_282,2025-03-06 10:40:52.112954,0,1
user_283,2025-03-06 10:40:52.112954,0,1
user_284,2025-03-06 10:40:52.112954,0,1
user_285,2025-03-06 10:40:52.112954,0,0
user_286,2025-03-06 10:40:52.112954,0,1
user_287,2025-03-06 10:40:52.112954,0,0
user_288,2025-03-06 10:40:52.112954,0,1
user_289,2025-03-06 10:40:52.112954,0,1
user_290,2025-03-06 10:40:52.112954,0,1
user_291,2025-03-06 10:40:52.112954,0,0
user_292,2025-03-06 10:40:52.112954,0,1
user_293,2025-03-06 10:40:52.112954,0,1
user_294,2025-03-06 10:40:52.112954,0,1
user_295,2025-03-06 10:40:52.112954,0,1
user_296,2025-03-06 10:40:52.112954,0,1
user_297,2025-03-06 10:40:52.112954,0,1
user_298,2025-03-06 10:40:52.112954,0,1
user_299,2025-03-06 10:40:52.112954,0,0
user_300,2025-03-06 10:40:52.112954,0,0
user_301,2025-03-06 10:40:52.112954,0,1
user_302,2025-03-06 10:40:52.112954,0,0
user_303,2025-03-06 10:40:52.112954,0,1
user_304,2025-03-06 10:40:52.112954,0,0
user_305,2025-03-06 10:40:52.112954,0,1
user_306,2025-03-06 10:40:52.112954,0,1
user_307,2025-03-06 10:40:52.112954,0,1
user_308,2025-03-06 10:40:52.112954,0,1
user_309,2025-03-06 10:40:52.112954,0,1
user_310,2025-03-06 10:40:52.112954,0,1
user_311,2025-03-06 10:40:52.112954,0,1
user_312,2025-03-06 10:40:52.112954,0,1
user_313,2025-03-06 10:40:52.112954,0,1
user_314,2025-03-06 10:40:52.112954,0,1
user_315,2025-03-06 10:40:52.112954,0,1
user_316,2025-03-06 10:40:52.112954,0,1
user_317,2025-03-06 10:40:52.112954,0,1
user_318,2025-03-06 10:40:52.112954,0,1
user_319,2025-03-06 10:40:52.112954,0,1
user_320,2025-03-06 10:40:52.112954,0,1
user_321,2025-03-06 10:40:52.112954,0,1
user_322,2025-03-06 10:40:52.112954,0,1
user_323,2025-03-06 10:40:52.112954,0,1
user_324,2025-03-06 10:40:52.112954,0,1
user_325,2025-03-06 10:40:52.112954,0,1
user_326,2025-03-06 10:40:52.112954,0,0
user_327,2025-03-06 10:40:52.112954,0,1
user_328,2025-03-06 10:40:52.112954,0,1
user_329,2025-03-06 10:40:52.112954,0,1
user_330,2025-03-06 10:40:52.112954,0,0
user_331,2025-03-06 10:40:52.112954,0,0
user_332,2025-03-06 10:40:52.112954,0,0
user_333,2025-03-06 10:40:52.112954,0,1
user_334,2025-03-06 10:40:52.112954,0,1
user_335,2025-03-06 10:40:52.112954,0,0
user_336,2025-03-06 10:40:52.112954,0,1
user_337,2025-03-06 10:40:52.112954,0,1
user_338,2025-03-06 10:40:52.112954,0,1
user_339,2025-03-06 10:40:52.112954,0,1
user_340,2025-03-06 10:40:52.112954,0,1
user_341,2025-03-06 10:40:52.112954,0,0
user_342,2025-03-06 10:40:52.112954,0,1
user_343,2025-03-06 10:40:52.112954,0,1
user_344,2025-03-06 10:40:52.112954,0,1
user_345,2025-03-06 10:40:52.112954,0,1
user_346,2025-03-06 10:40:52.112954,0,1
user_347,2025-03-06 10:40:52.112954,0,1
user_348,2025-03-06 10:40:52.112954,0,1
user_349,2025-03-06 10:40:52.112954,0,0
user_350,2025-03-06 10:40:52.112954,0,1
user_351,2025-03-06 10:40:52.112954,0,1
user_352,2025-03-06 10:40:52.112954,0,1
user_353,2025-03-06 10:40:52.112954,0,1
user_354,2025-03-06 10:40:52.112954,0,1
user_355,2025-03-06 10:40:52.112954,0,0
user_356,2025-03-06 10:40:52.112954,0,0
user_357,2025-03-06 10:40:52.112954,0,1
user_358,2025-03-06 10:40:52.112954,0,1
user_359,2025-03-06 10:40:52.112954,0,0
user_360,2025-03-06 10:40:52.112954,0,1
user_361,2025-03-06 10:40:52.112954,0,1
user_362,2025-03-06 10:40:52.112954,0,1
user_363,2025-03-06 10:40:52.112954,0,1
user_364,2025-03-06 10:40:52.112954,0,0
user_365,2025-03-06 10:40:52.112954,0,1
user_366,2025-03-06 10:40:52.112954,0,1
user_367,2025-03-06 10:40:52.112954,0,0
user_368,2025-03-06 10:40:52.112954,0,1
user_369,2025-03-06 10:40:52.112954,0,1
user_370,2025-03-06 10:40:52.112954,0,1
user_371,2025-03-06 10:40:52.112954,0,1
user_372,2025-03-06 10:40:52.112954,0,1
user_373,2025-03-06 10:40:52.112954,0,1
user_374,2025-03-06 10:40:52.112954,0,1
user_375,2025-03-06 10:40:52.112954,0,1
user_376,2025-03-06 10:40:52.112954,0,0
user_377,2025-03-06 10:40:52.112954,0,0
user_378,2025-03-06 10:40:52.112954,0,0
user_379,2025-03-06 10:40:52.112954,0,1
user_380,2025-03-06 10:40:52.112954,0,1
user_381,2025-03-06 10:40:52.112954,0,1
user_382,2025-03-06 10:40:52.112954,0,1
user_383,2025-03-06 10:40:52.112954,0,1
user_384,2025-03-06 10:40:52.112954,0,1
user_385,2025-03-06 10:40:52.112954,0,1
user_386,2025-03-06 10:40:52.112954,0,1
user_387,2025-03-06 10:40:52.112954,0,1
user_388,2025-03-06 10:40:52.112954,0,0
user_389,2025-03-06 10:40:52.112954,0,1
user_390,2025-03-06 10:40:52.112954,0,0
user_391,2025-03-06 10:40:52.112954,0,0
user_392,2025-03-06 10:40:52.112954,0,1
user_393,2025-03-06 10:40:52.112954,0,1
user_394,2025-03-06 10:40:52.112954,0,0
user_395,2025-03-06 10:40:52.112954,0,1
user_396,2025-03-06 10:40:52.112954,0,1
user_397,2025-03-06 10:40:52.112954,0,1
user_398,2025-03-06 10:40:52.112954,0,0
user_399,2025-03-06 10:40:52.112954,0,1
user_400,2025-03-06 10:40:52.112954,0,1
user_401,2025-03-06 10:40:52.112954,0,1
user_402,2025-03-06 10:40:52.112954,0,1
user_403,2025-03-06 10:40:52.112954,0,0
user_404,2025-03-06 10:40:52.112954,0,1
user_405,2025-03-06 10:40:52.112954,0,1
user_406,2025-03-06 10:40:52.112954,0,1
user_407,2025-03-06 10:40:52.112954,0,0
user_408,2025-03-06 10:40:52.112954,0,0
user_409,2025-03-06 10:40:52.112954,0,1
user_410,2025-03-06 10:40:52.112954,0,1
user_411,2025-03-06 10:40:52.112954,0,1
user_412,2025-03-06 10:40:52.112954,0,1
user_413,2025-03-06 10:40:52.112954,0,1
user_414,2025-03-06 10:40:52.112954,0,0
user_415,2025-03-06 10:40:52.112954,0,1
user_416,2025-03-06 10:40:52.112954,0,1
user_417,2025-03-06 10:40:52.112954,0,1
user_418,2025-03-06 10:40:52.112954,0,0
user_419,2025-03-06 10:40:52.112954,0,1
user_420,2025-03-06 10:40:52.112954,0,1
user_421,2025-03-06 10:40:52.112954,0,1
user_422,2025-03-06 10:40:52.112954,0,1
user_423,2025-03-06 10:40:52.112954,0,1
user_424,2025-03-06 10:40:52.112954,0,1
user_425,2025-03-06 10:40:52.112954,0,1
user_426,2025-03-06 10:40:52.112954,0,1
user_427,2025-03-06 10:40:52.112954,0,1
user_428,2025-03-06 10:40:52.112954,0,1
user_429,2025-03-06 10:40:52.112954,0,1
user_430,2025-03-06 10:40:52.112954,0,1
user_431,2025-03-06 10:40:52.112954,0,1
user_432,2025-03-06 10:40:52.112954,0,0
user_433,2025-03-06 10:40:52.112954,0,1
user_434,2025-03-06 10:40:52.112954,0,1
user_435,2025-03-06 10:40:52.112954,0,1
user_436,2025-03-06 10:40:52.112954,0,1
user_437,2025-03-06 10:40:52.112954,0,1
user_438,2025-03-06 10:40:52.112954,0,1
user_439,2025-03-06 10:40:52.112954,0,1
user_440,2025-03-06 10:40:52.112954,0,1
user_441,2025-03-06 10:40:52.112954,0,1
user_442,2025-03-06 10:40:52.112954,0,1
user_443,2025-03-06 10:40:52.112954,0,0
user_444,2025-03-06 10:40:52.112954,0,1
user_445,2025-03-06 10:40:52.112954,0,1
user_446,2025-03-06 10:40:52.112954,0,1
user_447,2025-03-06 10:40:52.112954,0,1
user_448,2025-03-06 10:40:52.112954,0,1
user_449,2025-03-06 10:40:52.112954,0,1
user_450,2025-03-06 10:40:52.112954,0,1
user_451,2025-03-06 10:40:52.112954,0,0
user_452,2025-03-06 10:40:52.112954,0,0
user_453,2025-03-06 10:40:52.112954,0,1
user_454,2025-03-06 10:40:52.112954,0,1
user_455,2025-03-06 10:40:52.112954,0,0
user_456,2025-03-06 10:40:52.112954,0,1
user_457,2025-03-06 10:40:52.112954,0,1
user_458,2025-03-06 10:40:52.112954,0,1
user_459,2025-03-06 10:40:52.112954,0,1
user_460,2025-03-06 10:40:52.112954,0,1
user_461,2025-03-06 10:40:52.112954,0,0
user_462,2025-03-06 10:40:52.112954,0,1
user_463,2025-03-06 10:40:52.112954,0,1
user_464,2025-03-06 10:40:52.112954,0,1
user_465,2025-03-06 10:40:52.112954,0,1
user_466,2025-03-06 10:40:52.112954,0,1
user_467,2025-03-06 10:40:52.112954,0,1
user_468,2025-03-06 10:40:52.112954,0,1
user_469,2025-03-06 10:40:52.112954,0,1
user_470,2025-03-06 10:40:52.112954,0,1
user_471,2025-03-06 10:40:52.112954,0,1
user_472,2025-03-06 10:40:52.112954,0,1
user_473,2025-03-06 10:40:52.112954,0,0
user_474,2025-03-06 10:40:52.112954,0,1
user_475,2025-03-06 10:40:52.112954,0,0
user_476,2025-03-06 10:40:52.112954,0,1
user_477,2025-03-06 10:40:52.112954,0,1
user_478,2025-03-06 10:40:52.112954,0,1
user_479,2025-03-06 10:40:52.112954,0,1
user_480,2025-03-06 10:40:52.112954,0,1
user_481,2025-03-06 10:40:52.112954,0,0
user_482,2025-03-06 10:40:52.112954,0,1
user_483,2025-03-06 10:40:52.112954,0,1
user_484,2025-03-06 10:40:52.112954,0,1
user_485,2025-03-06 10:40:52.112954,0,1
user_486,2025-03-06 10:40:52.112954,0,1
user_487,2025-03-06 10:40:52.112954,0,0
user_488,2025-03-06 10:40:52.112954,0,1
user_489,2025-03-06 10:40:52.112954,0,1
user_490,2025-03-06 10:40:52.112954,0,0
user_491,2025-03-06 10:40:52.112954,0,1
user_492,2025-03-06 10:40:52.112954,0,1
user_493,2025-03-06 10:40:52.112954,0,0
user_494,2025-03-06 10:40:52.112954,0,1
user_495,2025-03-06 10:40:52.112954,0,1
user_496,2025-03-06 10:40:52.112954,0,1
user_497,2025-03-06 10:40:52.112954,0,1
user_498,2025-03-06 10:40:52.112954,0,1
user_499,2025-03-06 10:40:52.112954,0,0
user_500,2025-03-06 10:40:52.112954,0,1
user_501,2025-03-06 10:40:52.112954,0,1
user_502,2025-03-06 10:40:52.112954,0,1
user_503,2025-03-06 10:40:52.112954,0,1
user_504,2025-03-06 10:40:52.112954,0,1
user_505,2025-03-06 10:40:52.112954,0,1
user_506,2025-03-06 10:40:52.112954,0,1
user_507,2025-03-06 10:40:52.112954,0,0
user_508,2025-03-06 10:40:52.112954,0,1
user_509,2025-03-06 10:40:52.112954,0,0
user_510,2025-03-06 10:40:52.112954,0,0
user_511,2025-03-06 10:40:52.112954,0,1
user_512,2025-03-06 10:40:52.112954,0,1
user_513,2025-03-06 10:40:52.112954,0,1
user_514,2025-03-06 10:40:52.112954,0,1
user_515,2025-03-06 10:40:52.112954,0,0
user_516,2025-03-06 10:40:52.112954,0,1
user_517,2025-03-06 10:40:52.112954,0,1
user_518,2025-03-06 10:40:52.112954,0,1
user_519,2025-03-06 10:40:52.112954,0,0
user_520,2025-03-06 10:40:52.112954,0,0
user_521,2025-03-06 10:40:52.112954,0,1
user_522,2025-03-06 10:40:52.112954,0,1
user_523,2025-03-06 10:40:52.112954,0,0
user_524,2025-03-06 10:40:52.112954,0,1
user_525,2025-03-06 10:40:52.112954,0,1
user_526,2025-03-06 10:40:52.112954,0,1
user_527,2025-03-06 10:40:52.112954,0,1
user_528,2025-03-06 10:40:52.112954,0,1
user_529,2025-03-06 10:40:52.112954,0,1
user_530,2025-03-06 10:40:52.112954,0,1
user_531,2025-03-06 10:40:52.112954,0,0
user_532,2025-03-06 10:40:52.112954,0,1
user_533,2025-03-06 10:40:52.112954,0,1
user_534,2025-03-06 10:40:52.112954,0,1
user_535,2025-03-06 10:40:52.112954,0,1
user_536,2025-03-06 10:40:52.112954,0,1
user_537,2025-03-06 10:40:52.112954,0,1
user_538,2025-03-06 10:40:52.112954,0,1
user_539,2025-03-06 10:40:52.112954,0,1
user_540,2025-03-06 10:40:52.112954,0,1
user_541,2025-03-06 10:40:52.112954,0,1
user_542,2025-03-06 10:40:52.112954,0,1
user_543,2025-03-06 10:40:52.112954,0,0
user_544,2025-03-06 10:40:52.112954,0,1
user_545,2025-03-06 10:40:52.112954,0,1
user_546,2025-03-06 10:40:52.112954,0,1
user_547,2025-03-06 10:40:52.112954,0,1
user_548,2025-03-06 10:40:52.112954,0,1
user_549,2025-03-06 10:40:52.112954,0,1
user_550,2025-03-06 10:40:52.112954,0,1
user_551,2025-03-06 10:40:52.112954,0,1
user_552,2025-03-06 10:40:52.112954,0,1
user_553,2025-03-06 10:40:52.112954,0,1
user_554,2025-03-06 10:40:52.112954,0,0
user_555,2025-03-06 10:40:52.112954,0,1
user_556,2025-03-06 10:40:52.112954,0,1
user_557,2025-03-06 10:40:52.112954,0,1
user_558,2025-03-06 10:40:52.112954,0,1
user_559,2025-03-06 10:40:52.112954,0,0
user_560,2025-03-06 10:40:52.112954,0,1
user_561,2025-03-06 10:40:52.112954,0,1
user_562,2025-03-06 10:40:52.112954,0,1
user_563,2025-03-06 10:40:52.112954,0,1
user_564,2025-03-06 10:40:52.112954,0,1
user_565,2025-03-06 10:40:52.112954,0,1
user_566,2025-03-06 10:40:52.112954,0,1
user_567,2025-03-06 10:40:52.112954,0,1
user_568,2025-03-06 10:40:52.112954,0,1
user_569,2025-03-06 10:40:52.112954,0,1
user_570,2025-03-06 10:40:52.112954,0,0
user_571,2025-03-06 10:40:52.112954,0,1
user_572,2025-03-06 10:40:52.112954,0,1
user_573,2025-03-06 10:40:52.112954,0,0
user_574,2025-03-06 10:40:52.112954,0,1
user_575,2025-03-06 10:40:52.112954,0,1
user_576,2025-03-06 10:40:52.112954,0,1
user_577,2025-03-06 10:40:52.112954,0,1
user_578,2025-03-06 10:40:52.112954,0,1
user_579,2025-03-06 10:40:52.112954,0,1
user_580,2025-03-06 10:40:52.112954,0,1
user_581,2025-03-06 10:40:52.112954,0,1
